p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
18.81832695,15.44796371,24.07385254,8.310076714,24.99020767,26.84137344,17.75073051,28.61146927,17.57827187,21.21686172,21.79953957,24.96140099,26.62001038,20.17273712,27.60103989,29.14937019
18.82849693,15.47504616,24.09641838,8.313017845,25.02381325,26.89538002,17.75291061,28.61889839,17.59686279,21.24822998,21.81319809,24.98786163,26.63639069,20.17700958,27.61470413,29.17537498
18.83829308,15.50151157,24.11829567,8.315838814,25.05655861,26.94823837,17.75497818,28.62600327,17.61491966,21.27882004,21.82637978,25.01355553,26.65219688,20.18108559,27.62786865,29.20058441
18.84773064,15.52737331,24.13950539,8.318545341,25.08846664,26.9999733,17.75693893,28.63279915,17.63245773,21.30864906,21.83909988,25.03850555,26.66744804,20.18497276,27.64055252,29.22502327
18.85682106,15.55264568,24.16007042,8.321142197,25.11955833,27.05060768,17.7587986,28.63929939,17.64949226,21.33773804,21.85137558,25.0627327,26.68216515,20.18868065,27.6527729,29.24871445
18.8655777,15.57734203,24.18000793,8.323633194,25.14985466,27.10016632,17.76056099,28.64551735,17.66603661,21.36610413,21.86322403,25.08625793,26.69636536,20.19221687,27.66454697,29.27168083
18.8740139,15.60147572,24.19933701,8.326023102,25.17937469,27.1486702,17.76223373,28.65146446,17.68210602,21.3937664,21.87465858,25.10910034,26.71006775,20.19558907,27.67589188,29.29394531
18.88214111,15.62505913,24.21807671,8.328315735,25.20813942,27.1961422,17.76381874,28.65715218,17.69771385,21.42074203,21.8856926,25.1312809,26.72328949,20.19880676,27.68682098,29.31552887
18.88996887,15.64810467,24.23624611,8.330514908,25.23616791,27.24260521,17.76532173,28.66259384,17.71287346,21.44704628,21.89634132,25.15281868,26.73604584,20.20187569,27.69735146,29.33645439
18.89751053,15.67062569,24.25386238,8.332624435,25.26347923,27.28808022,17.76674843,28.66779709,17.72759819,21.47269821,21.90661812,25.17373276,26.74835587,20.20480156,27.70749664,29.35673904
18.90477562,15.69263268,24.27094078,8.334648132,25.29009056,27.3325882,17.76810074,28.67277527,17.74189949,21.49771309,21.91653633,25.1940403,26.76023293,20.20759201,27.7172718,29.37640381
18.91177368,15.71413803,24.28749847,8.336589813,25.31602097,27.37615013,17.76938248,28.67753601,17.7557888,21.52210617,21.92610741,25.21375847,26.77169418,20.21025467,27.72669029,29.39546776
18.91851425,15.7351532,24.30355263,8.338452339,25.34128761,27.4187851,17.77059937,28.68209076,17.76927948,21.54589272,21.9353447,25.23290634,26.78275299,20.21279335,27.73576546,29.41394806
18.92500687,15.75568962,24.31911659,8.340238571,25.36590767,27.46051216,17.77175331,28.68644714,17.78238297,21.56908798,21.94425964,25.25149918,26.79342461,20.21521568,27.74450874,29.43186378
18.93126106,15.77575779,24.33420563,8.341952324,25.3898983,27.50135231,17.77284622,28.69061279,17.7951107,21.59170723,21.95286179,25.26955223,26.80372047,20.21752548,27.75293159,29.4492321
18.93728638,15.79536819,24.34883499,8.343596458,25.41327477,27.54132462,17.77388382,28.69459724,17.80747223,21.61376572,21.96116447,25.28708267,26.81365585,20.21972847,27.76104736,29.46607018
18.94309044,15.81453228,24.36301994,8.345173836,25.43605232,27.58044624,17.77486801,28.69840813,17.81947899,21.63527489,21.96917725,25.30410385,26.82324219,20.22183037,27.76886749,29.48239326
18.94868279,15.83325958,24.37677193,8.346687317,25.45824814,27.61873627,17.7758007,28.70205307,17.83114052,21.65625,21.97690964,25.32063293,26.83249283,20.22383499,27.77640152,29.49821663
18.95406914,15.85155964,24.39010429,8.348138809,25.47987556,27.65621185,17.77668571,28.7055397,17.84246635,21.67670441,21.98437119,25.33668327,26.84141922,20.22574615,27.78366089,29.51355553
18.95925713,15.86944294,24.4030304,8.349531174,25.50094986,27.69289017,17.77752495,28.70887566,17.85346603,21.69665146,21.99157333,25.35226822,26.8500309,20.22756958,27.79065514,29.52842712
18.96425629,15.88691807,24.41556358,8.350867271,25.52148438,27.72878838,17.77832031,28.71206665,17.864151,21.7161026,21.99852371,25.36740112,26.85834122,20.22930908,27.7973938,29.54284286
18.96907043,15.90399551,24.42771339,8.35214901,25.54149246,27.76392365,17.77907372,28.71511841,17.87452888,21.73507118,22.00522995,25.38209534,26.86635971,20.23096848,27.80388641,29.55681801
18.97370911,15.92068291,24.43949318,8.353378296,25.56098938,27.79831123,17.77978897,28.71803665,17.88460732,21.75356865,22.01170349,25.39636421,26.87409782,20.23254967,27.81014061,29.57036591
18.97817612,15.93699074,24.45091438,8.354557991,25.57998657,27.83196831,17.78046799,28.72082901,17.89439774,21.77160645,22.01795006,25.41021919,26.88156319,20.23405838,27.81616783,29.58349991
18.9824791,15.95292664,24.46198654,8.355689049,25.59849739,27.86490822,17.78111076,28.7234993,17.90390587,21.78919601,22.02397919,25.42367172,26.88876724,20.23549843,27.8219738,29.59623337
18.98662567,15.96849918,24.4727211,8.35677433,25.61653519,27.89714813,17.78172112,28.72605324,17.91314125,21.8063488,22.0297966,25.43673515,26.89571762,20.23687172,27.82756805,29.60857582
18.99061966,15.98371696,24.4831295,8.357815742,25.6341114,27.92870331,17.78229904,28.72849655,17.92211151,21.82307434,22.03541183,25.44941902,26.90242386,20.23818016,27.83295822,29.62054253
18.99446678,15.99858761,24.49322128,8.35881424,25.65123749,27.9595871,17.78284836,28.73083305,17.93082428,21.83938599,22.04083061,25.46173668,26.90889549,20.23942947,27.83815193,29.63214302
18.99817276,16.01311874,24.50300407,8.359772682,25.66792488,27.98981476,17.78336906,28.73306847,17.93928528,21.85529137,22.04606056,25.47369576,26.91514015,20.24062157,27.84315491,29.64338875
19.00174332,16.02731895,24.51248932,8.360692024,25.68418503,28.01939964,17.78386307,28.7352066,17.94750404,21.87080193,22.05110741,25.4853096,26.92116547,20.24175835,27.84797478,29.65429115
19.00518227,16.04119492,24.52168465,8.361574173,25.70002937,28.0483551,17.78433037,28.73725128,17.9554863,21.8859272,22.05597687,25.49658585,26.92697906,20.24284172,27.85261917,29.66485977
19.00849533,16.05475616,24.53059959,8.362420082,25.71546936,28.07669449,17.78477478,28.73920631,17.96323967,21.90067673,22.06067657,25.50753593,26.93258858,20.2438755,27.85709381,29.67510605
19.01168633,16.06800842,24.5392437,8.363231659,25.73051453,28.10443115,17.7851963,28.74107742,17.97076988,21.91506004,22.06521225,25.5181675,26.93800163,20.2448616,27.86140633,29.68503761
19.01476097,16.08095741,24.54762459,8.364009857,25.74517441,28.13157845,17.78559494,28.74286652,17.97808456,21.92908669,22.06958961,25.52849197,26.94322586,20.24580193,27.86556053,29.69466591
19.01772308,16.09361076,24.55574989,8.364756584,25.75945854,28.15814781,17.7859726,28.74457741,17.98518753,21.94276428,22.07381439,25.538517,26.94826508,20.24669838,27.86956215,29.70400047
19.02057648,16.1059761,24.56362724,8.365472794,25.77337646,28.1841526,17.78633118,28.74621391,17.99208641,21.95610237,22.0778904,25.54825211,26.95312881,20.24755287,27.87341881,29.71304893
19.02332497,16.11805916,24.57126427,8.366160393,25.78693771,28.20960426,17.78667068,28.74777985,17.99878883,21.96910858,22.08182526,25.55770493,26.95782089,20.24836922,27.87713432,29.72182083
19.02597237,16.12986755,24.57866859,8.366820335,25.80015373,28.23451424,17.78699303,28.74927711,18.00529861,21.98179245,22.08562279,25.56688309,26.96234894,20.24914742,27.88071442,29.7303257
19.02852249,16.14140701,24.58584785,8.367452621,25.81303024,28.25889397,17.7872982,28.75070953,18.01161957,21.99416161,22.0892868,25.57579613,26.96671867,20.24988937,27.8841629,29.73856926
19.03097916,16.15268326,24.59280777,8.368059158,25.82557678,28.2827549,17.78758812,28.75207901,18.01775932,22.00622177,22.09282303,25.58444977,26.97093391,20.250597,27.8874855,29.74656105
19.03334427,16.16370201,24.59955597,8.368641853,25.83780289,28.30610847,17.78786278,28.75338936,18.0237236,22.01798248,22.09623528,25.59285355,26.97500229,20.2512722,27.89068794,29.7543087
19.03562355,16.1744709,24.60609818,8.369200706,25.84971619,28.32896614,17.78812408,28.75464249,18.02951622,22.02945137,22.09952927,25.60101318,26.97892761,20.25191689,27.89377213,29.76181984
19.03781891,16.18499374,24.61244202,8.369736671,25.86132431,28.35133743,17.78837204,28.75584221,18.0351429,22.04063606,22.10270691,25.60893631,26.98271561,20.25253105,27.89674377,29.76910019
19.03993416,16.19527626,24.61859131,8.370250702,25.87263489,28.3732338,17.78860664,28.75698853,18.04060745,22.05154228,22.10577393,25.61663055,26.98637009,20.25311661,27.8996067,29.77615929
19.04197121,16.20532417,24.62455368,8.370743752,25.88365746,28.39466286,17.7888298,28.75808525,18.0459156,22.06217766,22.10873413,25.62410164,26.98989677,20.25367546,27.90236473,29.78300285
19.04393387,16.2151432,24.63033485,8.371216774,25.89439774,28.41563797,17.78904152,28.75913429,18.05107117,22.07254982,22.11159134,25.63135529,26.99329948,20.25420761,27.90502357,29.78963661
19.04582405,16.22473907,24.63593864,8.371670723,25.90486336,28.43616676,17.78924179,28.76013756,18.05607796,22.08266449,22.11434746,25.63839912,26.99658203,20.25471497,27.90758514,29.79606819
19.04764557,16.2341156,24.64137268,8.372105598,25.91506004,28.45625877,17.78943062,28.76109695,18.0609417,22.09252739,22.11700821,25.64523888,26.99975014,20.25519943,27.91005325,29.80230331
17.43067932,14.93755817,22.44627762,7.34246397,23.71553993,26.50318909,15.26383781,23.72058487,15.98723507,20.01659203,20.07302284,23.3497982,23.83113861,17.73117828,22.64187241,27.00975609
16.04069901,13.95515156,21.00585175,6.492408276,21.81098175,25.07231903,13.18130112,20.17688942,14.68304539,18.59273148,18.39060974,21.7509079,22.04453087,15.59731865,19.46857834,24.62381554
14.73995018,13.13174725,19.60932922,5.760158062,20.12783623,23.83301735,11.37671185,17.42155457,13.63746452,17.43251038,16.88742256,20.33358383,20.32061195,13.720788,17.19207764,22.52504539
13.4956522,12.39268494,18.25537109,5.107997417,18.61268806,22.67409134,9.758203506,15.10091972,12.69080639,16.38788223,15.48674774,18.98636246,18.65718269,12.0230751,15.31924915,20.63330269
12.29900551,11.70194435,16.94267845,4.512768745,17.22669411,21.55792236,8.273921013,13.03753471,11.79280376,15.40218735,14.15576077,17.68441772,17.05212021,10.45725822,13.64638615,18.89466858
11.14672756,11.04205704,15.66999435,3.960128784,15.94155598,20.47156143,6.893909454,11.1415062,10.92728615,14.45351601,12.87988758,16.42154694,15.50337505,8.994809151,12.088624,17.27272415
10.03684044,10.40446377,14.43610001,3.44107604,14.73661232,19.41033936,5.600234985,9.366485596,10.08871937,13.53317547,11.65216351,15.19556522,14.00897217,7.61793375,10.60992241,15.74273586
8.967708588,9.784885406,13.23981285,2.949850321,13.59672928,18.37236786,4.381599426,7.687813282,9.274894714,12.63750839,10.4688139,14.00517941,12.56700516,6.315123081,9.194326401,14.28777885
7.937817574,9.181100845,12.07998657,2.482664347,12.51077843,17.35669899,3.230398893,6.091669559,8.48465538,11.76477814,9.327421188,12.84930897,11.17563343,5.07857132,7.83416748,12.89614582
6.94572401,8.591880798,10.95551014,2.036935329,11.47053242,16.36270714,2.141118288,4.569684029,7.717184544,10.91398811,8.226159096,11.72694302,9.833082199,3.902673006,6.52521944,11.55962276
5.990039349,8.016476631,9.865305901,1.610820293,10.46986866,15.38987923,1.109451056,3.116258144,6.971784592,10.08443069,7.163475513,10.63710785,8.537637711,2.783149481,5.264708042,10.27233982
5.06942749,7.454372883,8.808329582,1.2029351,9.504190445,14.43774891,0.131817028,1.727230787,6.247807503,9.275517464,6.137960911,9.578860283,7.287648201,1.716539025,4.050492764,9.029998779
4.182600975,6.905170441,7.783567905,0.812183797,8.570010185,13.50586987,-0.79490459,0.399215549,5.544634342,8.486712456,5.148291111,8.551285744,6.081518173,0.699899614,2.880730867,7.829364777
3.328320265,6.36852932,6.790039539,0.43765524,7.664645672,12.59381008,-1.673523903,-0.870732367,4.861665249,7.717506409,4.193202972,7.553493977,4.917708874,-0.269366115,1.753736377,6.667920589
2.505390882,5.844141006,5.82679224,0.078560002,6.786002636,11.70114708,-2.506624222,-2.085283518,4.198319912,6.967409611,3.271484137,6.584621906,3.794734955,-1.193614483,0.667921662,5.543640137
1.712662101,5.331715107,4.892902851,-0.265807897,5.932415485,10.82746792,-3.296610832,-3.246919632,3.554033995,6.235945702,2.381967068,5.64383173,2.711163759,-2.075022697,-0.378227949,4.454835415
1.689706445,5.276590824,4.86682415,-0.257890701,5.912666321,10.82262802,-3.225414276,-3.240657091,3.512910604,6.19606638,2.359989405,5.6209445,2.701725721,-2.04305172,-0.377201468,4.454835415
1.667058468,5.222036362,4.840884209,-0.250209332,5.89298296,10.81779099,-3.155755281,-3.23440671,3.472263098,6.156442165,2.338214397,5.598149776,2.692320585,-2.011573315,-0.376177788,4.454835415
1.644714117,5.168045998,4.81508255,-0.242756739,5.873365402,10.81295586,-3.087600708,-3.228168249,3.432085752,6.117071152,2.316640377,5.575447559,2.682948112,-1.980579972,-0.375156879,4.454835415
1.62266922,5.114613533,4.789418697,-0.23552613,5.853813171,10.80812263,-3.020918131,-3.221941948,3.392373323,6.077951908,2.295265436,5.552837372,2.673608303,-1.950064182,-0.374138743,4.454835415
1.600919843,5.061733723,4.763891697,-0.228510886,5.83432579,10.80329132,-2.955675602,-3.215727568,3.353120565,6.039083004,2.274087667,5.530319214,2.664300919,-1.920018554,-0.373123378,4.454835415
1.579461932,5.009400368,4.738500595,-0.221704602,5.814903259,10.79846287,-2.891842127,-3.209525347,3.314321995,6.000462532,2.253105402,5.507892132,2.655025959,-1.890435934,-0.372110754,4.454835415
1.558291674,4.957608223,4.713244915,-0.215101048,5.795545578,10.79363632,-2.829387188,-3.203335047,3.275972366,5.962089062,2.232316732,5.485556126,2.645783424,-1.861309052,-0.371100873,4.454835415
1.537405133,4.906351566,4.688123703,-0.208694175,5.77625227,10.78881168,-2.768281221,-3.197156668,3.238066435,5.923961163,2.211719751,5.463310719,2.636573076,-1.832630992,-0.370093733,4.454835415
1.516798615,4.855625153,4.663136482,-0.202478141,5.757023335,10.78398895,-2.708494902,-3.19099021,3.200598955,5.886076927,2.19131279,5.441155434,2.627394676,-1.804394722,-0.369089335,4.454835415
1.496468306,4.805422783,4.638282299,-0.196447253,5.737858295,10.77916908,-2.649999619,-3.184835672,3.163565159,5.848434925,2.171094179,5.419089794,2.618248224,-1.776593566,-0.368087649,4.454835415
1.476410389,4.755739689,4.613560677,-0.190595999,5.718757153,10.77435112,-2.592767715,-3.178692818,3.126959801,5.811033726,2.15106225,5.3971138,2.60913372,-1.749220729,-0.367088705,4.454835415
1.456621408,4.706570148,4.588970661,-0.184919015,5.699719429,10.76953506,-2.536772013,-3.172561884,3.090778112,5.773871422,2.131215096,5.375226974,2.600050926,-1.722269654,-0.366092473,4.454835415
1.437097669,4.657908916,4.564511776,-0.179411128,5.680745125,10.76472092,-2.481985569,-3.166442871,3.055015087,5.73694706,2.111551046,5.353428841,2.590999603,-1.695733786,-0.365098923,4.454835415
1.417835593,4.609750748,4.540183544,-0.174067289,5.661833763,10.75990963,-2.428382397,-3.160335541,3.019665718,5.700258732,2.092068434,5.331718922,2.581979752,-1.669606805,-0.364108086,4.454835415
1.398831725,4.562090874,4.515985012,-0.168882623,5.642985344,10.75510025,-2.375936747,-3.154240131,2.984725475,5.663805008,2.072765589,5.310097218,2.572991371,-1.643882394,-0.36311993,4.454835415
1.380082488,4.514923573,4.491915226,-0.163852394,5.624199867,10.75029278,-2.324623823,-3.148156404,2.95018959,5.627584457,2.053640842,5.288563251,2.564034224,-1.618554354,-0.362134457,4.454835415
1.361584544,4.468244076,4.467973709,-0.15897198,5.605476856,10.74548721,-2.274419069,-3.14208436,2.916053295,5.59159565,2.034692526,5.267116547,2.555108309,-1.593616486,-0.361151665,4.454835415
1.343334556,4.422047138,4.444159985,-0.154236943,5.586816311,10.74068451,-2.225298643,-3.136023998,2.882311821,5.555836678,2.01591897,5.245756626,2.546213627,-1.569062829,-0.360171527,4.454835415
1.325329185,4.376327515,4.420473099,-0.149642929,5.568217754,10.73588371,-2.177238941,-3.129975319,2.848960876,5.520306587,1.997318745,5.22448349,2.537349701,-1.544887543,-0.35919407,4.454835415
1.307565212,4.331080914,4.396912575,-0.145185754,5.549681187,10.73108482,-2.130217314,-3.123938322,2.815995693,5.485003948,1.978890061,5.203296661,2.528516769,-1.521084666,-0.358219266,4.454835415
1.290039301,4.28630209,4.373477459,-0.140861332,5.531206131,10.72628784,-2.084211111,-3.117913008,2.78341198,5.449926853,1.96063149,5.182195663,2.519714594,-1.497648597,-0.357247084,4.454835415
1.272748351,4.241986275,4.350167274,-0.136665717,5.512792587,10.72149372,-2.039198637,-3.111899376,2.751205444,5.415073872,1.942541361,5.161180496,2.510942936,-1.474573612,-0.356277555,4.454835415
1.255689144,4.1981287,4.326981068,-0.132595077,5.494440556,10.71670151,-1.995158195,-3.105897188,2.719371557,5.38044405,1.924618125,5.140250206,2.502201796,-1.45185411,-0.355310649,4.454835415
1.238858581,4.154724121,4.303918839,-0.128645673,5.476149559,10.7119112,-1.952068925,-3.099906683,2.687906027,5.34603548,1.906860232,5.119404793,2.493491173,-1.429484725,-0.354346365,4.454835415
1.222253561,4.111768723,4.280979156,-0.124813907,5.457919598,10.7071228,-1.909910202,-3.093927622,2.656804562,5.31184721,1.889266253,5.098644257,2.484810829,-1.407459974,-0.353384703,4.454835415
1.205871105,4.069257259,4.258162022,-0.121096276,5.439750195,10.70233727,-1.868662,-3.087960243,2.62606287,5.277877331,1.871834636,5.077967644,2.476160765,-1.385774612,-0.352425665,4.454835415
1.189708233,4.02718544,4.23546648,-0.117489375,5.42164135,10.69755363,-1.828304648,-3.082004309,2.595676899,5.244124889,1.854563832,5.057374954,2.467540741,-1.364423275,-0.351469219,4.454835415
1.173761964,3.985548496,4.212892056,-0.113989905,5.403592587,10.69277191,-1.788818836,-3.076059818,2.565642595,5.210588455,1.837452292,5.036865711,2.458950758,-1.343400955,-0.350515366,4.454835415
1.158029437,3.944341898,4.190437794,-0.110594667,5.385603905,10.6879921,-1.750185847,-3.070126772,2.535955667,5.177266121,1.820498705,5.016439915,2.450390816,-1.322702527,-0.349564105,4.454835415
1.142507792,3.903561354,4.168103218,-0.107300565,5.367675304,10.68321514,-1.712387204,-3.06420517,2.506612301,5.144156933,1.80370152,4.996096611,2.441860676,-1.302322984,-0.348615408,4.454835415
1.127194166,3.863202572,4.145887852,-0.104104571,5.349806309,10.67844009,-1.675404906,-3.058295012,2.477608442,5.11125946,1.787059307,4.9758358,2.4333601,-1.282257438,-0.347669303,4.454835415
1.112085819,3.823261023,4.123790741,-0.101003774,5.331996918,10.67366695,-1.639221311,-3.052396297,2.448940277,5.078572273,1.770570636,4.955657482,2.424889088,-1.262501121,-0.346725762,4.454835415
1.097180009,3.783732414,4.101811409,-0.097995333,5.314246655,10.66889572,-1.603819132,-3.046509027,2.420603752,5.046094418,1.754234076,4.935560703,2.416447639,-1.243049145,-0.345784783,4.454835415
1.082473993,3.744612455,4.079949379,-0.095076501,5.296555519,10.66412735,-1.569181561,-3.040632963,2.392595053,5.013823986,1.738048315,4.915545464,2.408035517,-1.223896861,-0.344846368,4.454835415
1.067965031,3.705897093,4.058203697,-0.09224461,5.278923512,10.65936089,-1.535292029,-3.034768343,2.364910603,4.981760025,1.722011924,4.895611286,2.399652719,-1.20503974,-0.343910486,4.454835415
1.053650618,3.667582035,4.036573887,-0.089497067,5.261350155,10.65459633,-1.502134442,-3.028914928,2.337546349,4.949901104,1.706123471,4.875758171,2.391299009,-1.186473131,-0.342977136,4.454835415
1.039528012,3.629662991,4.015059471,-0.086831361,5.243834972,10.64983368,-1.469692945,-3.023072958,2.310498714,4.918246269,1.690381646,4.855985641,2.382974386,-1.168192506,-0.34204632,4.454835415
1.025594711,3.592135906,3.993659496,-0.084245056,5.226378441,10.64507389,-1.437952042,-3.017242193,2.283764124,4.886793613,1.674785018,4.836293221,2.37467885,-1.150193572,-0.341118038,4.454835415
1.011848211,3.554996967,3.972373724,-0.081735782,5.208979607,10.64031601,-1.40689671,-3.011422634,2.257339001,4.855542183,1.659332275,4.816680431,2.366412163,-1.132472038,-0.340192288,4.454835415
0.998285949,3.518241882,3.951201439,-0.079301246,5.191638947,10.63556004,-1.376512051,-3.005614281,2.23121953,4.824490547,1.644022107,4.797147274,2.358174324,-1.115023494,-0.339269042,4.454835415
0.984905422,3.481866837,3.930141926,-0.076939225,5.174355984,10.63080597,-1.346783638,-2.999817133,2.205402374,4.793637276,1.628853202,4.777693272,2.349965096,-1.097843766,-0.338348299,4.454835415
0.971704245,3.445868015,3.909194708,-0.074647561,5.157130718,10.62605381,-1.317697287,-2.994031191,2.179883957,4.762981415,1.613824248,4.758318424,2.341784477,-1.080928802,-0.33743006,4.454835415
0.958680034,3.410241365,3.88835907,-0.072424151,5.139962673,10.62130451,-1.289239049,-2.988256454,2.154660702,4.732521534,1.598933935,4.739022255,2.333632231,-1.06427443,-0.336514294,4.454835415
0.945830405,3.374983072,3.867634535,-0.07026697,5.122851849,10.61655712,-1.261395454,-2.982492924,2.129729271,4.70225668,1.58418107,4.719804287,2.325508356,-1.047876596,-0.335601032,4.454835415
0.933152974,3.340089321,3.847020388,-0.068174042,5.105797768,10.61181164,-1.234153152,-2.97674036,2.105086327,4.672185421,1.569564342,4.700664043,2.317412853,-1.031731486,-0.334690243,4.454835415
0.920645475,3.305556297,3.826516151,-0.066143453,5.08880043,10.60706806,-1.207499266,-2.970999002,2.080728531,4.642306328,1.55508244,4.681601524,2.309345484,-1.015835047,-0.333781928,4.454835415
0.908305645,3.271380186,3.806121111,-0.064173341,5.071859837,10.60232735,-1.181421041,-2.965268612,2.056652546,4.612618446,1.540734172,4.662616253,2.301306248,-1.000183582,-0.332876086,4.454835415
0.896131217,3.237557411,3.785834789,-0.062261913,5.05497551,10.59758854,-1.155905962,-2.959549427,2.032855272,4.583120346,1.526518345,4.643707752,2.293294907,-0.984773278,-0.331972688,4.454835415
